domain,google_indexed,archive_api_url
hhvv.com,1,http://web.archive.org/cdx/search/cdx?url=hhvv.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
subcontinent.com,1,http://web.archive.org/cdx/search/cdx?url=subcontinent.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
wordans.com,1,http://web.archive.org/cdx/search/cdx?url=wordans.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
corpuschristidaily.com,1,http://web.archive.org/cdx/search/cdx?url=corpuschristidaily.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
maturehoes.com,1,http://web.archive.org/cdx/search/cdx?url=maturehoes.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
locatecell.com,1,http://web.archive.org/cdx/search/cdx?url=locatecell.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
thesoccerdesk.com,1,http://web.archive.org/cdx/search/cdx?url=thesoccerdesk.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
hollinet.com,1,http://web.archive.org/cdx/search/cdx?url=hollinet.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
torrify.com,1,http://web.archive.org/cdx/search/cdx?url=torrify.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
netkitap.com,1,http://web.archive.org/cdx/search/cdx?url=netkitap.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
bodysecurity.com,1,http://web.archive.org/cdx/search/cdx?url=bodysecurity.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
scalerailsonline.com,1,http://web.archive.org/cdx/search/cdx?url=scalerailsonline.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
grandlimousine.com,1,http://web.archive.org/cdx/search/cdx?url=grandlimousine.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
aaroncarl.com,1,http://web.archive.org/cdx/search/cdx?url=aaroncarl.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
pricebonus.com,0,http://web.archive.org/cdx/search/cdx?url=pricebonus.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
hispanoempresa.com,0,http://web.archive.org/cdx/search/cdx?url=hispanoempresa.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
validrank.com,1,http://web.archive.org/cdx/search/cdx?url=validrank.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
infiniteadvice.com,1,http://web.archive.org/cdx/search/cdx?url=infiniteadvice.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
torgov.net,1,http://web.archive.org/cdx/search/cdx?url=torgov.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
domkrat.org,1,http://web.archive.org/cdx/search/cdx?url=domkrat.orgoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
consul.com,1,http://web.archive.org/cdx/search/cdx?url=consul.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
singlereel.com,1,http://web.archive.org/cdx/search/cdx?url=singlereel.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
guitarshop.net,1,http://web.archive.org/cdx/search/cdx?url=guitarshop.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
grafikland.com,1,http://web.archive.org/cdx/search/cdx?url=grafikland.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
indocon.com,1,http://web.archive.org/cdx/search/cdx?url=indocon.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
guiaesquel.com,1,http://web.archive.org/cdx/search/cdx?url=guiaesquel.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
postami.com,1,http://web.archive.org/cdx/search/cdx?url=postami.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
foroempresario.com,1,http://web.archive.org/cdx/search/cdx?url=foroempresario.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
oportunidadesdemercado.com,1,http://web.archive.org/cdx/search/cdx?url=oportunidadesdemercado.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
minegocioencasa.com,1,http://web.archive.org/cdx/search/cdx?url=minegocioencasa.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
minegociopropio.com,1,http://web.archive.org/cdx/search/cdx?url=minegociopropio.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
posicionamientodemarcas.com,1,http://web.archive.org/cdx/search/cdx?url=posicionamientodemarcas.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
zonadedescargas.com,1,http://web.archive.org/cdx/search/cdx?url=zonadedescargas.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
turismodeestancias.com,1,http://web.archive.org/cdx/search/cdx?url=turismodeestancias.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
turismoenestancias.com,1,http://web.archive.org/cdx/search/cdx?url=turismoenestancias.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
hotgigs.com,0,http://web.archive.org/cdx/search/cdx?url=hotgigs.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
hgh.info,1,http://web.archive.org/cdx/search/cdx?url=hgh.infooutput=json&limit=1&fastLatest=true&filter=!statuscode:200
shamrockboats.com,1,http://web.archive.org/cdx/search/cdx?url=shamrockboats.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
capitalistchicks.com,1,http://web.archive.org/cdx/search/cdx?url=capitalistchicks.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
acnecentre.com,0,http://web.archive.org/cdx/search/cdx?url=acnecentre.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
computerhelp.com,0,http://web.archive.org/cdx/search/cdx?url=computerhelp.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
spanishrestaurants.com,1,http://web.archive.org/cdx/search/cdx?url=spanishrestaurants.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
cyberscans.com,1,http://web.archive.org/cdx/search/cdx?url=cyberscans.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
orlandorocks.com,1,http://web.archive.org/cdx/search/cdx?url=orlandorocks.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
endonesa.net,1,http://web.archive.org/cdx/search/cdx?url=endonesa.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
thinknic.com,1,http://web.archive.org/cdx/search/cdx?url=thinknic.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
ibusdb.com,1,http://web.archive.org/cdx/search/cdx?url=ibusdb.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
updatedress.com,1,http://web.archive.org/cdx/search/cdx?url=updatedress.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
auctionspass.com,1,http://web.archive.org/cdx/search/cdx?url=auctionspass.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
artelatino.com,1,http://web.archive.org/cdx/search/cdx?url=artelatino.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
freepcclinic.com,1,http://web.archive.org/cdx/search/cdx?url=freepcclinic.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
karen.org,0,http://web.archive.org/cdx/search/cdx?url=karen.orgoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
provinggrounds.com,1,http://web.archive.org/cdx/search/cdx?url=provinggrounds.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
worldlights.com,1,http://web.archive.org/cdx/search/cdx?url=worldlights.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
cgi-bin.com,1,http://web.archive.org/cdx/search/cdx?url=cgi-bin.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
myrochester.com,1,http://web.archive.org/cdx/search/cdx?url=myrochester.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
internationalsoftball.com,1,http://web.archive.org/cdx/search/cdx?url=internationalsoftball.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
seeger90.com,1,http://web.archive.org/cdx/search/cdx?url=seeger90.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
eaglecars.com,1,http://web.archive.org/cdx/search/cdx?url=eaglecars.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
cssaame.com,1,http://web.archive.org/cdx/search/cdx?url=cssaame.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
efolkmusic.com,1,http://web.archive.org/cdx/search/cdx?url=efolkmusic.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
americanissuesproject.org,1,http://web.archive.org/cdx/search/cdx?url=americanissuesproject.orgoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
sheetmusiccatalog.com,1,http://web.archive.org/cdx/search/cdx?url=sheetmusiccatalog.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
traveltrade.com,1,http://web.archive.org/cdx/search/cdx?url=traveltrade.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
gvb.com,1,http://web.archive.org/cdx/search/cdx?url=gvb.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
mfhussain.com,1,http://web.archive.org/cdx/search/cdx?url=mfhussain.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
rix.org,1,http://web.archive.org/cdx/search/cdx?url=rix.orgoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
tornado.org,1,http://web.archive.org/cdx/search/cdx?url=tornado.orgoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
bloxoo.com,1,http://web.archive.org/cdx/search/cdx?url=bloxoo.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
hyebiz.com,1,http://web.archive.org/cdx/search/cdx?url=hyebiz.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
talentbox.com,1,http://web.archive.org/cdx/search/cdx?url=talentbox.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
xooon.com,1,http://web.archive.org/cdx/search/cdx?url=xooon.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
theflucase.com,1,http://web.archive.org/cdx/search/cdx?url=theflucase.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
pilotjourney.com,1,http://web.archive.org/cdx/search/cdx?url=pilotjourney.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
localtranslation.com,1,http://web.archive.org/cdx/search/cdx?url=localtranslation.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
48fpsmovies.com,1,http://web.archive.org/cdx/search/cdx?url=48fpsmovies.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
bdcconcepts.com,1,http://web.archive.org/cdx/search/cdx?url=bdcconcepts.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
mixedrace.com,0,http://web.archive.org/cdx/search/cdx?url=mixedrace.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
onlinecommunity.com,1,http://web.archive.org/cdx/search/cdx?url=onlinecommunity.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
e-hawaii.com,1,http://web.archive.org/cdx/search/cdx?url=e-hawaii.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
onlinetv.com,1,http://web.archive.org/cdx/search/cdx?url=onlinetv.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
tuning-club.info,1,http://web.archive.org/cdx/search/cdx?url=tuning-club.infooutput=json&limit=1&fastLatest=true&filter=!statuscode:200
portalmundos.com,1,http://web.archive.org/cdx/search/cdx?url=portalmundos.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
ongod.org,1,http://web.archive.org/cdx/search/cdx?url=ongod.orgoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
whatwouldjesusdo.com,1,http://web.archive.org/cdx/search/cdx?url=whatwouldjesusdo.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
curevitiligooil.com,1,http://web.archive.org/cdx/search/cdx?url=curevitiligooil.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
treadmill-solutions.com,1,http://web.archive.org/cdx/search/cdx?url=treadmill-solutions.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
prdir.net,1,http://web.archive.org/cdx/search/cdx?url=prdir.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
ncmusic.com,1,http://web.archive.org/cdx/search/cdx?url=ncmusic.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
indiemusicchannel.com,1,http://web.archive.org/cdx/search/cdx?url=indiemusicchannel.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
cheshire.net,1,http://web.archive.org/cdx/search/cdx?url=cheshire.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
armortools.com,1,http://web.archive.org/cdx/search/cdx?url=armortools.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
sertab.net,1,http://web.archive.org/cdx/search/cdx?url=sertab.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
theplaceforitall.com,1,http://web.archive.org/cdx/search/cdx?url=theplaceforitall.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
omnicorp.com,1,http://web.archive.org/cdx/search/cdx?url=omnicorp.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
cpaaffiliatemarketing.net,1,http://web.archive.org/cdx/search/cdx?url=cpaaffiliatemarketing.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
myip.us,1,http://web.archive.org/cdx/search/cdx?url=myip.usoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
ambz.com,1,http://web.archive.org/cdx/search/cdx?url=ambz.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
computerschool.net,1,http://web.archive.org/cdx/search/cdx?url=computerschool.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
xslt.com,1,http://web.archive.org/cdx/search/cdx?url=xslt.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
moremerchant.com,1,http://web.archive.org/cdx/search/cdx?url=moremerchant.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
brainteasersnetwork.com,1,http://web.archive.org/cdx/search/cdx?url=brainteasersnetwork.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
vietnamb2c.com,1,http://web.archive.org/cdx/search/cdx?url=vietnamb2c.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
commercers.com,1,http://web.archive.org/cdx/search/cdx?url=commercers.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
streamlivesports.net,1,http://web.archive.org/cdx/search/cdx?url=streamlivesports.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
filmsandtv.com,1,http://web.archive.org/cdx/search/cdx?url=filmsandtv.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
persicia.com,1,http://web.archive.org/cdx/search/cdx?url=persicia.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
thecrapshooter.com,1,http://web.archive.org/cdx/search/cdx?url=thecrapshooter.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
cenite.com,1,http://web.archive.org/cdx/search/cdx?url=cenite.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
beauty-blogs.com,1,http://web.archive.org/cdx/search/cdx?url=beauty-blogs.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
that-is.me,1,http://web.archive.org/cdx/search/cdx?url=that-is.meoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
tattoobase.com,1,http://web.archive.org/cdx/search/cdx?url=tattoobase.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
cruisejobline.com,1,http://web.archive.org/cdx/search/cdx?url=cruisejobline.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
transportuniverse.com,1,http://web.archive.org/cdx/search/cdx?url=transportuniverse.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
classicbodybuilders.com,1,http://web.archive.org/cdx/search/cdx?url=classicbodybuilders.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
greeksoccer.com,1,http://web.archive.org/cdx/search/cdx?url=greeksoccer.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
didirut.com,1,http://web.archive.org/cdx/search/cdx?url=didirut.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
rss-clipping.com,1,http://web.archive.org/cdx/search/cdx?url=rss-clipping.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
fashionfame.com,1,http://web.archive.org/cdx/search/cdx?url=fashionfame.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
motorcity.net,1,http://web.archive.org/cdx/search/cdx?url=motorcity.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
polstate.com,1,http://web.archive.org/cdx/search/cdx?url=polstate.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
lyghtforce.com,1,http://web.archive.org/cdx/search/cdx?url=lyghtforce.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
maclatino.com,1,http://web.archive.org/cdx/search/cdx?url=maclatino.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
juvenile.net,1,http://web.archive.org/cdx/search/cdx?url=juvenile.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
websites-development.net,1,http://web.archive.org/cdx/search/cdx?url=websites-development.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
creedence-online.net,1,http://web.archive.org/cdx/search/cdx?url=creedence-online.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
veteransearch.com,1,http://web.archive.org/cdx/search/cdx?url=veteransearch.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
5nnnnn1k.com,1,http://web.archive.org/cdx/search/cdx?url=5nnnnn1k.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
joomla-bg.com,1,http://web.archive.org/cdx/search/cdx?url=joomla-bg.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
freelinksdirect.com,1,http://web.archive.org/cdx/search/cdx?url=freelinksdirect.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
icecreambox.com,1,http://web.archive.org/cdx/search/cdx?url=icecreambox.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
msgme.com,1,http://web.archive.org/cdx/search/cdx?url=msgme.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
cis.net,1,http://web.archive.org/cdx/search/cdx?url=cis.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
tat2.net,1,http://web.archive.org/cdx/search/cdx?url=tat2.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
ecr-hotelstaff.com,1,http://web.archive.org/cdx/search/cdx?url=ecr-hotelstaff.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
amandalexx.com,1,http://web.archive.org/cdx/search/cdx?url=amandalexx.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
lesbianas.tv,1,http://web.archive.org/cdx/search/cdx?url=lesbianas.tvoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
webfloss.com,0,http://web.archive.org/cdx/search/cdx?url=webfloss.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
4torontocondos.com,1,http://web.archive.org/cdx/search/cdx?url=4torontocondos.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
selfmadevip.com,1,http://web.archive.org/cdx/search/cdx?url=selfmadevip.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
condosmississauga.ca,1,http://web.archive.org/cdx/search/cdx?url=condosmississauga.caoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
actressactor.com,1,http://web.archive.org/cdx/search/cdx?url=actressactor.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
pearlprincess.com,1,http://web.archive.org/cdx/search/cdx?url=pearlprincess.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
onlyphp.com,1,http://web.archive.org/cdx/search/cdx?url=onlyphp.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
faturl.com,1,http://web.archive.org/cdx/search/cdx?url=faturl.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
reveal.com,1,http://web.archive.org/cdx/search/cdx?url=reveal.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
blackjackgamesonline.org,1,http://web.archive.org/cdx/search/cdx?url=blackjackgamesonline.orgoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
baylanepromotions.com,1,http://web.archive.org/cdx/search/cdx?url=baylanepromotions.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
hxstat.com,1,http://web.archive.org/cdx/search/cdx?url=hxstat.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
touchuserinterface.com,1,http://web.archive.org/cdx/search/cdx?url=touchuserinterface.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
aboutcolonblank.com,1,http://web.archive.org/cdx/search/cdx?url=aboutcolonblank.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
theweddingdept.com,1,http://web.archive.org/cdx/search/cdx?url=theweddingdept.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
buzzblogger.com,1,http://web.archive.org/cdx/search/cdx?url=buzzblogger.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
citybythesea.com,1,http://web.archive.org/cdx/search/cdx?url=citybythesea.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
love2trade.com,1,http://web.archive.org/cdx/search/cdx?url=love2trade.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
vskype.com,1,http://web.archive.org/cdx/search/cdx?url=vskype.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
bodyboy.com,1,http://web.archive.org/cdx/search/cdx?url=bodyboy.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
key20.com,0,http://web.archive.org/cdx/search/cdx?url=key20.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
glitter-friends.com,1,http://web.archive.org/cdx/search/cdx?url=glitter-friends.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
pcfaster.com,1,http://web.archive.org/cdx/search/cdx?url=pcfaster.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
7gadgets.com,1,http://web.archive.org/cdx/search/cdx?url=7gadgets.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
howtomatter.com,1,http://web.archive.org/cdx/search/cdx?url=howtomatter.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
blanksoft.com,1,http://web.archive.org/cdx/search/cdx?url=blanksoft.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
numerous.org,1,http://web.archive.org/cdx/search/cdx?url=numerous.orgoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
mercantile.net,1,http://web.archive.org/cdx/search/cdx?url=mercantile.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
buildtalk.com,1,http://web.archive.org/cdx/search/cdx?url=buildtalk.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
abuildnet.com,1,http://web.archive.org/cdx/search/cdx?url=abuildnet.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
cannabinoid.com,1,http://web.archive.org/cdx/search/cdx?url=cannabinoid.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
booklook.com,1,http://web.archive.org/cdx/search/cdx?url=booklook.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
bikemenu.com,1,http://web.archive.org/cdx/search/cdx?url=bikemenu.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
taicom.com,1,http://web.archive.org/cdx/search/cdx?url=taicom.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
activegamez.com,1,http://web.archive.org/cdx/search/cdx?url=activegamez.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
laughshop.com,1,http://web.archive.org/cdx/search/cdx?url=laughshop.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
innumeracy.com,1,http://web.archive.org/cdx/search/cdx?url=innumeracy.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
followmearound.com,1,http://web.archive.org/cdx/search/cdx?url=followmearound.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
zimage.biz,1,http://web.archive.org/cdx/search/cdx?url=zimage.bizoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
subtitlesbox.com,1,http://web.archive.org/cdx/search/cdx?url=subtitlesbox.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
winningratings.com,1,http://web.archive.org/cdx/search/cdx?url=winningratings.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
dailyserver.com,1,http://web.archive.org/cdx/search/cdx?url=dailyserver.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
snooperreport.com,1,http://web.archive.org/cdx/search/cdx?url=snooperreport.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
clevermoms.com,1,http://web.archive.org/cdx/search/cdx?url=clevermoms.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
wsii.com,1,http://web.archive.org/cdx/search/cdx?url=wsii.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
ftltoday.com,1,http://web.archive.org/cdx/search/cdx?url=ftltoday.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
322m.com,1,http://web.archive.org/cdx/search/cdx?url=322m.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
rnjournal.com,0,http://web.archive.org/cdx/search/cdx?url=rnjournal.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
firewire-1394.com,1,http://web.archive.org/cdx/search/cdx?url=firewire-1394.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
thestudentjob.com,1,http://web.archive.org/cdx/search/cdx?url=thestudentjob.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
theozonehole.com,1,http://web.archive.org/cdx/search/cdx?url=theozonehole.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
export-import-companies.com,1,http://web.archive.org/cdx/search/cdx?url=export-import-companies.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
unitel.net,1,http://web.archive.org/cdx/search/cdx?url=unitel.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
mewsoft.com,1,http://web.archive.org/cdx/search/cdx?url=mewsoft.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
livegate.net,1,http://web.archive.org/cdx/search/cdx?url=livegate.netoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
infomentum.com,1,http://web.archive.org/cdx/search/cdx?url=infomentum.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
freeclassifiedweb.com,1,http://web.archive.org/cdx/search/cdx?url=freeclassifiedweb.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
bestpricejewelers.com,1,http://web.archive.org/cdx/search/cdx?url=bestpricejewelers.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
travel-destination-pictures.com,1,http://web.archive.org/cdx/search/cdx?url=travel-destination-pictures.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
organicmall.com,1,http://web.archive.org/cdx/search/cdx?url=organicmall.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
sightings.com,1,http://web.archive.org/cdx/search/cdx?url=sightings.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
fanbus.com,1,http://web.archive.org/cdx/search/cdx?url=fanbus.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
painreliever.com,1,http://web.archive.org/cdx/search/cdx?url=painreliever.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
incomepress.com,1,http://web.archive.org/cdx/search/cdx?url=incomepress.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
animevice.com,1,http://web.archive.org/cdx/search/cdx?url=animevice.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
foodblogs.com,1,http://web.archive.org/cdx/search/cdx?url=foodblogs.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
wulianwang.com,1,http://web.archive.org/cdx/search/cdx?url=wulianwang.comoutput=json&limit=1&fastLatest=true&filter=!statuscode:200
